8558	14835	
36195	14495	
6532	7473	
41376	33046	
12763	20060	
27915	21835	
29779	26363	
35188	19801	
221	12907	
46846	43307	
28420	27900	
22999	27793	
44118	1241	
28226	12752	
42930	29621	
45539	43492	
2592	31440	
47830	26897	
37175	30122	
21660	18263	
7311	17054	
39347	21860	
12836	2383	
14304	23379	
47219	321	
46092	37298	
13716	49006	
30136	20753	
38948	31273	
17535	41414	
22414	44543	
42887	46878	
2774	45497	
46514	5150	
26050	11838	
8519	32695	
27861	566	
27113	22424	
47033	45497	
29697	40797	
30967	24485	
27740	4854	
38262	25935	
34275	32066	
46495	18001	
9011	32698	
49769	30657	
38249	30762	
32853	19938	
40572	4698	
17416	13491	
22982	10539	
41488	49430	
19568	9020	
15845	39292	
9689	38748	
12702	35243	
36531	13338	
36557	26753	
6219	37593	
48584	39042	
38915	15567	
49829	31165	
2701	47629	
44321	40382	
22374	25864	
14973	41836	
27132	24661	
31461	26562	
42142	33732	
15646	21179	
10223	23731	
20460	41254	
5366	19684	
48301	33162	
28213	43753	
48630	17474	
3331	38235	
40503	35081	
27752	36377	
33085	4033	
16949	16366	
12405	39725	
4702	31579	
45464	13535	
19365	1668	
39175	7148	
980	38983	
6036	40779	
22375	49606	
4618	46860	
39043	38982	
27083	20421	
7	16320	
47668	24856	
15566	44404	
49534	25920	
27501	12686	
9732	40314	
13375	14849	
37452	25937	
33803	47119	
37508	48673	
2398	13515	
37323	38829	
15819	2949	
34521	28941	
24604	13572	
26843	13119	
17187	41651	
5951	48157	
9217	36226	
14888	34175	
19666	27549	
3519	48167	
41827	33161	
38358	22411	
35586	44106	
35994	1984	
21041	31187	
48661	21441	
31334	26981	
35324	38031	
17745	38776	
22076	6498	
39242	8935	
17100	17246	
41287	30469	
127	13473	
35384	26254	
32072	31528	
9551	48617	
16650	29074	
41551	3817	
43147	29484	
37744	38371	
41973	36443	
42411	12042	
15193	17816	
24408	13349	
47792	44837	
48354	5906	
38575	31550	
39780	23411	
42966	2923	
11859	14519	
26261	44321	
2231	44292	
6107	40313	
13910	6432	
49997	11640	
39407	20703	
29568	13101	
38768	25271	
34227	48714	
11877	5839	
267	38810	
44878	4038	
796	31616	
14955	43712	
42817	11296	
31078	49770	
48969	41079	
49901	25759	
36974	18612	
1483	39027	
20499	26570	
9218	32892	
25833	5566	
13352	1281	
32142	34475	
38715	12427	
29987	32949	
47409	29096	
34488	22490	
41856	23566	
45686	20356	
39831	30300	
40168	37948	
24311	38940	
35271	37113	
6690	31381	
21457	21845	
8638	35981	
34373	27072	
27238	32540	
21790	1982	
44942	9564	
4474	25115	
10592	14956	
28565	13999	
6456	2003	
7047	2701	
17576	40577	
1574	19461	
12713	25697	
26425	3897	
15103	31515	
47291	4941	
47687	32007	
32152	2279	
22224	19532	
2919	35030	
37667	9590	
47300	16592	
38032	20901	
14473	28579	
9126	47426	
42776	30524	
14815	41709	
19624	3014	
10854	45745	
21529	13611	
20886	16553	
13237	42262	
35360	26236	
47190	632	
47784	6164	
26366	23209	
35069	38189	
15222	30551	
31187	49496	
14711	44250	
38335	8527	
27247	47960	
6606	1715	
42496	37475	
17121	25211	
46208	25482	
4003	12580	
43156	16461	
19506	19746	
34071	49251	
